customer_id,customer_identifier_hash,first_name,last_name,date_of_birth,gender,province,email_masked,mobile_masked,bank_name,account_type,is_verified,created_at,is_repeat_customer,employment_status,net_income_zar
1700,6C2E5DE5B789,Thandi,Mahlangu,1974-03-06,Female,Mpumalanga,tha***@outlook.com,+27 82 2****,FNB,CHEQUE,1,2024-03-14 09:16:48,0,employed,17506.39
1701,63E92978BBA3,Trevor,Mabunda,1977-03-06,M,North West,tre***@icloud.com,+27 73 2****,Standard Bank,savings,0,2023-06-15 15:22:42,0,,38494.92
1702,DC7E1E62E279,Thandi,Steyn,1968-05-17,Non-binary,KwaZulu-Natal,tha***@gmail.com,+27 76 6****,Nedbank,CHEQUE,0,2023-10-25 08:48:57,0,Pensioner,67304.77
1703,05ABDFC9BDBC,Zanele,Mokoena,1994-08-08,Non-binary,North West,zan***@outlook.com,+27 78 3****,Discovery Bank,Savings,1,2026-04-27 16:50:43,0,Unemployed,59855.47
1704,298DDAACE542,Nkosi,Khumalo,1971-10-06,Male,Free State,nko***@icloud.com,+27 73 3****,Absa,CHEQUE,1,2023-11-06 08:05:30,0,Employed,29088.44
1705,28A3139C74D8,Riaan,Khumalo,1994-08-28,Non-binary,Limpopo,ria***@gmail.com,+27 82 2****,Standard Bank,Savings,0,2024-08-09 11:14:43,0,Employed,21826.69
1706,B7F586E41430,Nomsa,Singh,1972-06-23,Male,Eastern Cape,nom***@yahoo.co.za,+27 72 9****,,savings,1,2024-07-08 10:49:39,0,EMPLOYED,68581.83
1707,DB399DF3A8CD,Zanele,Jacobs,1976-11-19,M,Northern Cape,zan***@gmail.com,+27 71 3****,Nedbank,Cheque,0,2026-01-16 09:54:24,0,employed,45899.49
1708,39B3CD2B9DAF,Nkosi,Vermeulen,1989-12-20,Non-binary,Gauteng,nko***@yahoo.co.za,+27 73 5****,Standard Bank,Savings,1,2025-12-12 22:08:21,0,Self-Employed,6237.51
1709,6960FF81F087,Priya,Singh,1976-08-23,Prefer not to say,KwaZulu-Natal,,+27 79 4****,Standard Bank,savings,1,2023-09-28 21:28:29,0,EMPLOYED,57530.66
1710,59502808AC54,Liesl,Van Wyk,19840724,M,Northern Cape,,+27 76 8****,Nedbank,Savings,1,2024-01-31 19:49:01,0,Self-Employed,49777.54
1711,751FBFE1,Nomsa,Petersen,1970-01-01,M,KwaZulu-Natal,,+27 83 5****,FNB,Savings,1,2024-02-12 14:39:43,1,Self-Employed,70562.36
1712,D230AEE4F831,Liesl,Botha,1987-12-10,F,KwaZulu-Natal,lie***@webmail.co.za,+27 79 5****,Discovery Bank,savings,1,2025-02-08 10:13:30,0,employed,70142.89
1713,9FC3F7814B35,Mandla,Petersen,2000-03-11,M,North West,man***@icloud.com,+27 73 1****,FNB,Savings,1,2023-06-03 08:11:57,0,Self-Employed,29347.42
1714,738F41E7F5B3,Sipho,Mahlangu,1977-04-11,Prefer not to say,Northern Cape,sip***@gmail.com,,Absa,Savings,1,2026-01-12 12:32:48,0,Self-Employed,73569.84
1715,8CE60D10,Sarah,Arendse,1994-09-07,M,North West,sar***@icloud.com,+27 76 6****,,CHEQUE,1,2023-07-24 16:52:20,0,employed,43156.37
1716,05EBCBE4967D,Palesa,Pillay,1992-06-08,Prefer not to say,Mpumalanga,,+27 72 1****,FNB,CHEQUE,1,2025-08-25 17:03:08,1,Unemployed,72080.66
1717,35E0B94398B7,Nokwanda,Sithole,1976-08-06,Non-binary,Eastern Cape,nok***@icloud.com,+27 76 9****,Standard Bank,CHEQUE,1,2025-12-01 13:36:00,0,Unemployed,35533.45
1718,F4134D4CCA67,Mandla,ARENDSE,1976-07-25,Male,North West,man***@gmail.com,+27 76 6****,Capitec,savings,1,2024-01-09 09:58:39,0,Pensioner,54897.09
1719,E56F9BCE9E26,Francois,Botha,2000-05-03,Non-binary,Western Cape,fra***@yahoo.co.za,+27 72 7****,Nedbank,Cheque,0,2026-01-11 08:22:34,0,Pensioner,40593.01
1720,14CE2E2BBBEF,Pieter,Ngcobo,1986-11-23,Male,Western Cape,pie***@outlook.com,+27 72 8****,Nedbank,Savings,1,2024-11-18 08:33:34,0,Unemployed,42922.63
1721,36D4C5D663E6,Amina,Coetzee,2003-11-16,,Free State,ami***@icloud.com,+27 76 7****,FNB,Savings,1,2025-11-08 17:18:20,0,Unemployed,74275.1
1722,2455FEE1650B,Mandla,Daniels,1998-11-26,Non-binary,Limpopo,man***@webmail.co.za,+27 76 1****,Absa,Cheque,1,2023-06-22 18:52:24,1,Pensioner,61730.97
1723,E96DDDA19479,Ayesha,Langa,,Non-binary,Eastern Cape,,+27 85 5****,FNB,Cheque,1,2026-01-08 13:32:33,1,EMPLOYED,22005.18
1724,57134ADA0742,Deon,Ngcobo,1974-06-28,F,Western Cape,deo***@yahoo.co.za,+27 82 7****,,,1,2023-06-18 07:02:01,1,Self-Employed,34939.0
1725,B426E1CCC984,Nkosi,Langa,1965-09-23,M,Free State,nko***@webmail.co.za,+27 78 1****,Nedbank,Cheque,1,2023-11-12 11:52:56,0,Unemployed,32631.9
1726,CEB8DECC1EEF,Deon,Sithole,1995-02-19,Female,Eastern Cape,deo***@gmail.com,+27 82 7****,Standard Bank,savings,1,2026-01-09 14:18:35,0,Unemployed,41552.68
1727,9B0524FECF3A,Nkosi,Langa,1977-02-05,M,KwaZulu-Natal,nko***@gmail.com,+27 85 3****,,savings,1,2025-02-26 12:58:12,0,EMPLOYED,19450.56
1728,2B34599757AD,Nkosi,Du Plessis,1990-01-06,Female,Mpumalanga,,+27 84 7****,TymeBank,savings,0,2024-11-20 18:15:00,0,,32359.78
1729,EDAD8A14BF5B,Amina,Daniels,1986-10-28,Non-binary,,ami***@icloud.com,,Discovery Bank,,1,2023-09-27 09:09:58,0,,7541.82
1730,F35F21AC32A5,Amina,Mahlangu,1995-06-05,Female,Mpumalanga,ami***@outlook.com,+27 84 1****,Absa,,1,2025-02-22 22:13:38,1,employed,70061.55
1731,C7A9B410CD3E,Deon,Daniels,1994-01-27,M,Eastern Cape,,,Standard Bank,Savings,0,2023-01-15 21:25:08,0,Self-Employed,32145.77
1732,F3F4E4C013A8,Lerato,Mthembu,1984-04-18,,Eastern Cape,ler***@outlook.com,,Standard Bank,CHEQUE,1,2024-05-24 08:50:38,0,EMPLOYED,72174.59
1733,50A059EE4546,Riaan,Sithole,1968-04-19,Non-binary,Eastern Cape,,+27 84 7****,Capitec,CHEQUE,1,2025-12-19 22:56:25,0,EMPLOYED,33015.32
1734,495C134E267C,Fatima,Jacobs,1975-06-06,Prefer not to say,Limpopo,fat***@webmail.co.za,+27 71 1****,Absa,CHEQUE,1,2026-06-02 15:08:54,1,,11762.99
1735,4E3D7FC1707D,Palesa,De Villiers,1976-04-17,Female,Eastern Cape,pal***@icloud.com,+27 73 3****,FNB,Cheque,0,2023-05-20 22:21:40,0,Self-Employed,40021.95
1736,7365F6D4A4F8,Amina,Mthembu,1992-04-02,Female,Free State,ami***@icloud.com,+27 78 7****,Capitec,CHEQUE,1,2025-12-16 10:58:17,0,EMPLOYED,75831.79
1737,83CA55970E63,Riaan,Van Wyk,,Prefer not to say,Mpumalanga,ria***@gmail.com,+27 76 9****,Nedbank,CHEQUE,1,2025-02-01 07:04:31,0,EMPLOYED,67540.31
1738,7E97311E2A5E,Thandi,Petersen,1976-07-17,Female,Western Cape,tha***@icloud.com,+27 82 5****,FNB,Cheque,1,2023-09-14 09:38:52,0,EMPLOYED,
1739,64384C4B348A,Nadine,Mabunda,1980-03-16,Non-binary,Mpumalanga,nad***@outlook.com,+27 74 9****,Nedbank,Savings,1,2024-02-23 09:28:08,0,,54052.97
1740,24DB831C91AD,Mandla,Van Wyk,1969-02-17,M,Northern Cape,man***@yahoo.co.za,+27 76 4****,Capitec,Savings,1,2025-06-26 07:59:36,0,Self-Employed,12749.75
1741,5A7604F8830C,Thandi,Zulu,1982-12-01,M,Free State,tha***@outlook.com,+27 72 2****,Absa,Cheque,1,2026-02-06 07:49:29,1,,67037.45
1742,8E63D6541A35,Pieter,Pillay,1987-11-17,Prefer not to say,Western Cape,pie***@webmail.co.za,+27 73 4****,FNB,savings,1,2024-12-19 10:45:51,0,Pensioner,27284.92
1743,675AFC82692C,Priya,Mokoena,2000-04-01,Male,Northern Cape,pri***@yahoo.co.za,+27 73 9****,FNB,savings,1,2023-09-15 16:33:26,1,Self-Employed,29936.17
1744,4FF78ECD0A75,Zanele,Zulu,03-06-1966,M,Gauteng,zan***@icloud.com,+27 85 8****,FNB,Savings,0,2023-04-03 08:46:19,0,EMPLOYED,54629.68
1745,8FEE5FA90765,Michael,Van Wyk,1979-11-27,Female,Western Cape,mic***@webmail.co.za,+27 74 5****,Absa,Cheque,1,2025-11-05 19:46:39,0,,48275.17
1746,D0C5BD57C9FC,Bongani,Steyn,1972-04-23,Female,North West,bon***@yahoo.co.za,+27 73 6****,TymeBank,,1,2025-03-30 14:15:52,0,Self-Employed,65784.66
1747,762159903ACB,Sipho,Zulu,04 Dec 1981,F,Gauteng,sip***@webmail.co.za,+27 76 6****,FNB,CHEQUE,1,2026-05-07 07:29:22,1,Unemployed,43512.54
1748,29AF66B988EC,Liesl,Arendse,1975-10-07,F,KwaZulu-Natal,lie***@yahoo.co.za,+27 71 4****,TymeBank,,1,2026-03-02 13:14:49,0,Unemployed,33641.83
1749,D6FEF41CC111,Mandla,Coetzee,1978-09-19,M,North West,man***@outlook.com,+27 83 3****,Capitec,CHEQUE,1,2024-06-23 21:33:27,0,Self-Employed,39313.43
1750,1CBDD75A1008,Sipho,Khumalo,2004-05-09,F,North West,sip***@outlook.com,+27 83 7****,,,1,2026-04-08 16:45:56,0,EMPLOYED,68488.73
1751,8F6413321D14,Fatima,Sithole,02-10-1989,Female,Mpumalanga,fat***@outlook.com,,FNB,savings,1,2026-02-13 10:02:01,0,EMPLOYED,74664.67
1752,31785B12A864,Michael,Dlamini,1974-09-21,Prefer not to say,Free State,,+27 72 1****,,Cheque,1,2025-07-08 07:13:20,0,,67587.31
1753,B1ABE331E8C4,Priya,Vermeulen,1998-03-08,Prefer not to say,Gauteng,pri***@icloud.com,+27 76 1****,FNB,,1,2024-02-23 22:02:45,0,Self-Employed,21935.23
1754,185D077E99FE,Pieter,Steyn,1978-07-03,Male,North West,pie***@icloud.com,+27 78 4****,Capitec,Savings,1,2025-04-23 10:17:24,0,employed,65367.56
1755,CC8D67A0F60D,Gareth,De Villiers,1990-12-02,Prefer not to say,North West,gar***@outlook.com,+27 82 8****,Nedbank,Cheque,1,2026-06-07 13:08:24,0,Self-Employed,74409.1
1756,94896A1E4B4E,Mandla,Dlamini,1988-12-15,F,Free State,man***@outlook.com,+27 82 1****,,savings,1,2023-10-28 08:16:53,0,Unemployed,33338.12
1757,F07162544A31,Zanele,Steyn,1989-12-25,M,KwaZulu-Natal,,+27 74 6****,Capitec,CHEQUE,0,2025-10-17 08:58:48,0,Self-Employed,30136.49
1758,885DA7158B0B,Riaan,Coetzee,,Female,KwaZulu-Natal,ria***@outlook.com,+27 76 4****,,,1,2024-08-30 09:59:05,1,employed,15087.25
1759,F06108864DE7,Sarah,Coetzee,1992-12-10,Female,Western Cape,sar***@outlook.com,+27 79 8****,Discovery Bank,,1,2024-08-04 22:43:26,0,employed,32360.21
1760,2201F7F3C97C,Ayesha,MABUNDA,1985-09-04,Non-binary,KwaZulu-Natal,,+27 84 6****,Discovery Bank,Cheque,0,2023-03-27 09:58:50,0,EMPLOYED,64506.65
1761,4C6E219EE4BF,Thandi,Singh,1975-04-05,Prefer not to say,North West,tha***@yahoo.co.za,+27 71 6****,Discovery Bank,savings,0,2025-09-21 16:08:17,0,Employed,42587.7
1762,D93E6BA12469,Amina,Pillay,05/01/1996,Non-binary,Gauteng,ami***@outlook.com,+27 82 8****,FNB,,0,2024-09-08 11:22:02,0,employed,
1763,3E67F8FC1AFE,Mandla,Sithole,1992-09-10,Prefer not to say,Northern Cape,man***@icloud.com,+27 73 6****,,Cheque,1,2025-01-21 09:03:05,0,,7179.45
1764,A35DDCB965FD,Nadine,De Villiers,2002-11-06,Non-binary,Mpumalanga,nad***@gmail.com,+27 79 1****,,Savings,1,2024-11-15 09:30:47,0,Unemployed,8727.25
1765,0FDAFC52D3E2,Trevor,Mokoena,1998-08-18,F,Limpopo,tre***@outlook.com,+27 85 1****,,CHEQUE,1,2023-02-27 11:15:52,1,Unemployed,19873.04
1766,C978D99A878E,Thandi,Arendse,1976-08-10,M,Northern Cape,,+27 72 4****,Absa,savings,1,2025-10-27 11:53:19,0,EMPLOYED,59688.82
1767,E663A47616C0,Gareth,Hendricks,1979-04-08,F,Gauteng,gar***@outlook.com,+27 79 2****,Discovery Bank,Savings,1,2026-05-07 15:39:04,0,,75108.39
1768,16F3F9633F4C,Ayesha,Sithole,2004-04-23,Non-binary,Western Cape,,+27 74 6****,Discovery Bank,Cheque,1,2023-05-14 13:54:11,0,Pensioner,45961.16
1769,366C9C1BF607,Palesa,Dlamini,,Prefer not to say,Northern Cape,pal***@webmail.co.za,+27 72 9****,Capitec,Cheque,1,2024-05-09 16:53:38,0,Self-Employed,32606.1
1770,A4F712A50F58,Zanele,Mahlangu,1994-06-07,Prefer not to say,KwaZulu-Natal,,+27 78 6****,TymeBank,Savings,1,2023-03-20 08:11:09,0,EMPLOYED,78213.58
1771,5623B1501AA2,Amina,De Villiers,1996-12-17,,KwaZulu-Natal,ami***@yahoo.co.za,+27 83 8****,Standard Bank,savings,1,2025-08-17 12:31:41,0,employed,65993.84
1772,482D8A53FC87,Palesa,Mabunda,1974-01-12,Male,Mpumalanga,pal***@yahoo.co.za,+27 84 3****,Nedbank,Cheque,1,2025-08-21 16:18:14,1,EMPLOYED,76381.45
1773,AD4188B3,Pieter,Vermeulen,1965-03-20,Male,Gauteng,pie***@webmail.co.za,+27 84 5****,,CHEQUE,1,2025-11-02 16:47:47,0,Self-Employed,30018.85
1774,15D08ACF,Pieter,Vermeulen,1995-06-12,M,Free State,pie***@yahoo.co.za,+27 83 9****,Discovery Bank,Cheque,1,2024-09-21 19:14:22,0,Unemployed,27909.53
1775,B531E37E21A6,Sarah,Van Wyk,1999-08-06,Female,Limpopo,,+27 79 4****,Nedbank,savings,1,2023-12-05 14:46:46,1,,12456.91
1776,E30FA2E09D83,Pieter,Pillay,1999-12-01,M,North West,pie***@gmail.com,+27 76 7****,Capitec,Savings,0,2024-08-29 08:26:09,0,EMPLOYED,35683.16
1777,CDBC1C804B49,Liesl,Botha,1993-04-26,F,Limpopo,lie***@yahoo.co.za,+27 82 7****,Capitec,savings,0,2024-01-22 20:26:23,1,employed,57705.45
1778,3D7E1317E537,Sipho,Coetzee,1965-09-25,Non-binary,Mpumalanga,,+27 79 9****,Standard Bank,Cheque,0,2025-02-04 14:31:07,1,Employed,23297.47
1779,98403E92EC9C,Gareth,Daniels,2003-06-17,Prefer not to say,Eastern Cape,gar***@yahoo.co.za,+27 82 3****,Absa,CHEQUE,0,2024-10-29 11:06:25,0,employed,8463.42
1780,6F59B41C,Francois,Coetzee,1994-05-25,M,Free State,fra***@outlook.com,+27 78 9****,Capitec,savings,1,2023-10-01 20:29:54,0,employed,67055.67
1781,5ACF74D4FCAA,Sarah,Pillay,1995-01-03,Female,North West,sar***@yahoo.co.za,+27 76 3****,,savings,0,2025-06-25 19:37:50,0,employed,37639.6
1782,D1F91AC41403,Nadine,Botha,,Prefer not to say,KwaZulu-Natal,nad***@gmail.com,+27 82 8****,Absa,Cheque,1,2023-08-11 21:35:57,0,EMPLOYED,33731.81
1783,3198AC9E0828,Deon,Du Plessis,1995-08-08,F,Eastern Cape,,+27 76 5****,TymeBank,Cheque,1,2023-07-23 19:54:26,1,EMPLOYED,
1784,97C0194CA2C6,Nkosi,Coetzee,1973-10-13,F,Free State,nko***@yahoo.co.za,,Discovery Bank,,1,2026-02-18 15:07:45,1,employed,
1785,4023033575D4,Ayesha,Mthembu,1985-03-26,Male,North West,aye***@icloud.com,+27 72 6****,,CHEQUE,0,2026-02-05 07:08:56,0,Self-Employed,77301.78
1786,89C387265732,Fatima,Khumalo,1992-02-23,Prefer not to say,Free State,fat***@outlook.com,+27 83 3****,FNB,,1,2023-08-31 12:49:25,0,Pensioner,24112.7
1787,CF30F4C59EAA,Nkosi,Mthembu,19830315,Male,Mpumalanga,nko***@icloud.com,+27 76 9****,Discovery Bank,CHEQUE,1,2024-05-29 22:07:32,0,EMPLOYED,45546.8
1788,7FA4F6CC495A,Riaan,Dlamini,1967-01-03,Male,,ria***@outlook.com,+27 73 2****,FNB,,1,2024-11-19 19:11:40,0,Self-Employed,72071.95
1789,06662DC52D89,Pieter,Vermeulen,1966-10-09,Female,Mpumalanga,pie***@icloud.com,,Nedbank,Cheque,1,2026-06-15 22:23:43,0,,59698.79
1790,3B3D16939386,Riaan,Dlamini,1983-12-07,Non-binary,Limpopo,ria***@webmail.co.za,+27 83 2****,Discovery Bank,Savings,1,2023-05-01 22:06:42,0,Self-Employed,24042.91
1791,6CC275C6C337,Palesa,Daniels,1989-12-18,Male,North West,pal***@yahoo.co.za,+27 85 6****,TymeBank,savings,1,2024-01-05 21:41:03,1,employed,39690.87
1792,F1B585D804AF,Amina,Van Wyk,1979-09-01,Female,Free State,ami***@yahoo.co.za,+27 71 9****,FNB,,1,2025-03-03 18:34:24,1,EMPLOYED,19248.05
1793,C2E51A4B23E0,Nomsa,Singh,,Non-binary,Limpopo,nom***@outlook.com,+27 72 8****,,Cheque,0,2024-07-27 14:09:07,0,employed,23951.63
1794,2FA80B6779EA,Riaan,Steyn,15 Feb 1990,Prefer not to say,Limpopo,ria***@outlook.com,+27 79 6****,,Cheque,1,2023-07-30 17:59:03,1,Self-Employed,20160.31
1795,44A0D0BF,Nadine,Petersen,,F,Free State,nad***@yahoo.co.za,+27 79 2****,Discovery Bank,Savings,1,2023-08-28 21:43:43,1,employed,29986.68
1796,6EA28690848D,Palesa,Pillay,1980-02-13,F,Northern Cape,pal***@webmail.co.za,+27 72 2****,Standard Bank,savings,0,2023-09-13 10:02:44,0,,69247.49
1797,069AA19EBFC1,Mandla,Singh,,Female,Northern Cape,man***@yahoo.co.za,+27 74 6****,Absa,CHEQUE,1,2024-08-16 18:02:51,0,Unemployed,43824.63
1798,2347EE748AA8,Francois,Vermeulen,1967-07-19,M,Limpopo,fra***@yahoo.co.za,+27 79 1****,Nedbank,Savings,1,2026-05-05 16:03:22,1,Employed,44478.19
1799,0F053B29D8A3,Lerato,Mokoena,1996-08-16,Male,Eastern Cape,ler***@gmail.com,+27 84 6****,Nedbank,Cheque,1,2026-04-19 10:50:14,1,Unemployed,23643.79
1800,42C48FA2E5C2,Francois,LANGA,1997-05-25,Prefer not to say,KwaZulu-Natal,fra***@yahoo.co.za,+27 76 4****,Capitec,savings,1,2023-02-07 09:24:53,0,Employed,23510.11
1801,F8C7670D9BC8,Nokwanda,Coetzee,1996-04-01,,Eastern Cape,nok***@gmail.com,,Absa,Savings,1,2026-02-12 17:27:45,1,EMPLOYED,19998.85
1802,09DD9427B9F4,Bongani,De Villiers,1967-02-06,M,Free State,bon***@webmail.co.za,+27 83 8****,FNB,,1,2025-12-06 10:26:32,0,Self-Employed,48675.19
1803,AE39C508,Palesa,Mokoena,1998-08-27,Male,KwaZulu-Natal,pal***@yahoo.co.za,+27 82 6****,TymeBank,savings,1,2025-11-06 12:15:09,0,EMPLOYED,35818.2
1804,8FBE1187B268,Gareth,Pillay,1984-12-22,Non-binary,KwaZulu-Natal,gar***@outlook.com,+27 71 5****,TymeBank,savings,1,2025-03-22 11:58:28,0,,32480.68
1805,CE9C36CFCD4D,Palesa,De Villiers,1998-03-13,Female,Northern Cape,pal***@yahoo.co.za,+27 71 2****,,CHEQUE,1,2023-04-08 16:46:19,0,Unemployed,13141.69
1806,87D09DF5EA7F,Nokwanda,Arendse,1985-07-05,,KwaZulu-Natal,nok***@gmail.com,,FNB,CHEQUE,0,2025-08-04 16:30:24,0,,63663.24
1807,0783662580EE,Priya,Singh,1976-05-25,Male,Northern Cape,pri***@gmail.com,+27 83 2****,FNB,CHEQUE,1,2026-05-14 16:42:53,0,employed,69055.1
1808,028B3302CED9,Nomsa,DLAMINI,1976-08-12,Prefer not to say,Eastern Cape,nom***@yahoo.co.za,+27 71 4****,Capitec,CHEQUE,1,2026-06-14 13:40:54,0,,18676.86
1809,147C52481887,Sipho,De Villiers,1973-09-01,Male,Free State,sip***@outlook.com,+27 73 6****,Discovery Bank,Savings,1,2026-01-11 17:24:44,1,Self-Employed,69700.75
1810,98D9D48D9DD1,Ayesha,Sithole,2002-01-10,M,KwaZulu-Natal,aye***@gmail.com,+27 78 9****,Capitec,CHEQUE,1,2025-02-03 08:37:20,1,EMPLOYED,48438.92
1811,6C18768B6AA0,Francois,Petersen,21/09/1986,Male,Free State,fra***@icloud.com,+27 73 6****,Nedbank,savings,1,2023-07-13 22:35:07,0,Unemployed,46427.86
1812,6FA6E578F2AA,Mandla,Petersen,1969-06-08,Non-binary,Eastern Cape,man***@gmail.com,+27 85 2****,Standard Bank,savings,1,2025-06-08 09:06:49,0,Unemployed,53386.87
1813,76DBDD326A3B,Thandi,Mahlangu,22/05/1989,Prefer not to say,KwaZulu-Natal,tha***@yahoo.co.za,+27 82 3****,Nedbank,Cheque,1,2023-10-02 22:12:00,0,,51065.88
1814,D234D540D101,Deon,Hendricks,1990-06-26,Non-binary,Northern Cape,deo***@icloud.com,+27 76 9****,Capitec,,1,2025-02-04 21:57:36,0,Unemployed,65913.05
1815,A5A7965BA989,Nkosi,Van Wyk,2000-02-11,Female,Mpumalanga,nko***@gmail.com,+27 85 3****,Discovery Bank,Cheque,1,2025-03-18 16:49:38,0,Self-Employed,66663.26
1816,8104FF9DAAC6,Francois,Mthembu,1989-06-19,Male,North West,fra***@icloud.com,+27 85 6****,Discovery Bank,Savings,1,2025-05-08 13:52:51,0,,35933.97
1817,20B1D496EF50,Michael,Coetzee,1971-07-27,Prefer not to say,North West,mic***@outlook.com,+27 73 4****,,CHEQUE,0,2024-09-15 13:26:37,0,,8461.33
1818,FD172DE24337,Nomsa,Steyn,06 Aug 2004,F,Western Cape,nom***@icloud.com,+27 76 8****,Discovery Bank,,1,2024-12-20 08:00:27,0,Unemployed,46148.73
1819,A602CACD680C,Michael,Daniels,1981-06-12,M,KwaZulu-Natal,mic***@webmail.co.za,+27 78 8****,Absa,savings,1,2023-06-19 07:13:58,0,,33392.46
1820,BE2F6284,Nomsa,Mthembu,1976-02-16,Male,Northern Cape,nom***@outlook.com,+27 79 5****,Capitec,savings,1,2025-01-17 07:47:47,0,Pensioner,31847.4
1821,D08D58298D1F,Sipho,Ngcobo,1992-07-23,M,Gauteng,sip***@gmail.com,+27 78 1****,Nedbank,CHEQUE,1,2025-12-20 09:44:17,0,Employed,78820.6
1822,A14F94F54DD2,Pieter,Steyn,1993-05-01,Non-binary,Gauteng,pie***@webmail.co.za,+27 72 9****,FNB,Cheque,0,2025-02-03 07:07:58,0,,7989.3
1823,A0B84881,Sipho,Khumalo,1986-09-23,F,Gauteng,sip***@icloud.com,+27 85 1****,TymeBank,CHEQUE,1,2024-01-18 09:38:15,0,Unemployed,78886.2
1824,D3E2D5D4D57C,Nomsa,De Villiers,2002-01-25,Prefer not to say,Free State,nom***@gmail.com,+27 79 4****,Discovery Bank,,1,2024-12-25 12:10:11,0,employed,70656.06
1825,D743672DE40B,Pieter,Mokoena,19900703,Prefer not to say,Limpopo,pie***@outlook.com,+27 83 2****,Absa,Savings,0,2023-06-02 10:45:30,1,Unemployed,60198.51
1826,ED4EFDB72DF9,Ayesha,Du Plessis,1976-01-17,Male,Gauteng,aye***@yahoo.co.za,+27 74 2****,Capitec,savings,0,2025-06-01 18:36:49,0,employed,40863.3
1827,42E29C7A,Lerato,Singh,2001-03-20,M,Gauteng,ler***@gmail.com,+27 74 5****,Standard Bank,CHEQUE,1,2025-08-30 12:52:31,0,Self-Employed,
1828,28C4FC43C08E,lerato,Arendse,1975-02-01,M,Eastern Cape,ler***@yahoo.co.za,+27 78 9****,,Cheque,1,2024-04-18 09:14:37,0,Self-Employed,43961.14
1829,16B9BA5B35DA,Francois,Mthembu,1994-02-07,Prefer not to say,Northern Cape,fra***@gmail.com,+27 82 9****,Absa,CHEQUE,1,2026-05-26 21:33:50,0,Self-Employed,68159.22
1830,9D24FB941778,Palesa,Petersen,1977-09-11,F,Northern Cape,pal***@yahoo.co.za,+27 73 7****,,savings,1,2025-01-12 17:58:04,0,employed,16417.42
1831,4FDDC59518AC,Nkosi,Dlamini,1965-09-22,F,Limpopo,nko***@webmail.co.za,+27 78 3****,Standard Bank,Savings,1,2026-01-04 14:23:12,1,Unemployed,10976.99
1832,338B0CAE70E3,Sipho,Mokoena,1972-07-05,Non-binary,Eastern Cape,sip***@yahoo.co.za,+27 72 4****,TymeBank,,1,2024-07-23 17:07:38,0,Unemployed,70428.01
1833,C36F5A99CC57,Thandi,Khumalo,1992-02-28,Non-binary,Mpumalanga,tha***@icloud.com,+27 79 8****,Standard Bank,Savings,1,2024-12-23 13:21:34,1,Self-Employed,77276.75
1834,6E598DFB59EF,Palesa,Pillay,1988-02-08,Non-binary,Eastern Cape,pal***@yahoo.co.za,+27 79 7****,Discovery Bank,CHEQUE,1,2025-09-13 12:48:03,0,Self-Employed,79785.93
1835,4585B7FE1A04,Francois,Du Plessis,2000-11-09,Prefer not to say,Mpumalanga,fra***@icloud.com,+27 74 3****,Nedbank,savings,1,2023-01-01 20:25:33,0,Self-Employed,17114.6
1836,888AB59F,Deon,Ngcobo,1965-11-18,F,Northern Cape,deo***@gmail.com,+27 78 5****,Discovery Bank,Cheque,1,2025-04-15 08:04:34,0,Employed,71319.47
1837,D034E548AA82,Priya,Arendse,1982-01-23,Male,Limpopo,pri***@outlook.com,+27 74 9****,Nedbank,CHEQUE,1,2025-03-05 14:11:10,0,Unemployed,74241.93
1838,2380E08798E7,Zanele,Arendse,1991-11-01,Male,KwaZulu-Natal,zan***@outlook.com,,TymeBank,Savings,1,2026-06-04 07:22:57,0,Unemployed,70044.45
1839,3D0E7229284D,Nokwanda,Daniels,1986-07-05,F,Free State,nok***@yahoo.co.za,+27 85 4****,FNB,savings,0,2025-09-03 13:15:14,0,Employed,5517.21
1840,104AFF08EFAF,Mandla,Mabunda,1990-03-08,Male,Northern Cape,man***@gmail.com,+27 72 1****,,Savings,1,2023-07-20 16:24:22,0,,
1841,D8FA256BA46E,Michael,Vermeulen,1981-12-08,Non-binary,Eastern Cape,mic***@outlook.com,+27 85 6****,Standard Bank,Savings,1,2026-03-28 07:36:58,0,EMPLOYED,13090.2
1842,389E41C4A170,Nomsa,Dlamini,1988-02-10,Male,Northern Cape,nom***@gmail.com,+27 79 6****,Absa,savings,1,2025-08-14 21:23:23,0,,
1843,31A5DA7587AF,Ayesha,Steyn,19850306,Female,Limpopo,aye***@gmail.com,+27 73 1****,FNB,Cheque,1,2026-05-11 18:29:29,0,Self-Employed,55207.3
1844,1A631B4B2A29,Nkosi,Jacobs,1978-01-23,Male,North West,nko***@yahoo.co.za,+27 85 4****,Absa,savings,1,2026-03-14 17:07:20,0,Employed,23610.86
1845,7CAB10875770,Fatima,Ngcobo,2000-08-05,Prefer not to say,Free State,fat***@yahoo.co.za,+27 78 8****,TymeBank,Cheque,1,2024-11-10 22:36:43,0,Employed,
1846,3AB67DC64116,Nomsa,Mokoena,,Non-binary,KwaZulu-Natal,nom***@outlook.com,+27 76 5****,Capitec,savings,1,2026-01-28 14:58:20,0,Unemployed,44438.46
1847,C5E03A219774,Thandi,Sithole,1994-06-12,M,Eastern Cape,tha***@webmail.co.za,+27 76 1****,,savings,1,2025-11-30 08:40:40,0,,31961.52
